Generated by: Abaqus/CAE 2021  eletype:C3D20
111   1   1   1
83   0   0   0   10.0000   -10.0000   33.3333
84   0   0   0   10.0000   -5.0000   26.6667
85   0   0   0   10.0000   0.0000   33.3333
86   0   0   0   10.0000   -5.0000   40.0000
87   0   0   0   5.0000   0.0000   40.0000
88   0   0   0   5.0000   -10.0000   40.0000
89   0   0   0   5.0000   0.0000   26.6667
90   0   0   0   5.0000   -10.0000   26.6667
91   0   0   0   10.0000   5.0000   26.6667
92   0   0   0   10.0000   10.0000   33.3333
93   0   0   0   10.0000   5.0000   40.0000
94   0   0   0   5.0000   10.0000   40.0000
95   0   0   0   5.0000   10.0000   26.6667
96   0   0   0   10.0000   -10.0000   20.0000
97   0   0   0   10.0000   -5.0000   13.3333
98   0   0   0   10.0000   0.0000   20.0000
99   0   0   0   5.0000   0.0000   13.3333
100   0   0   0   5.0000   -10.0000   13.3333
101   0   0   0   10.0000   5.0000   13.3333
102   0   0   0   10.0000   10.0000   20.0000
103   0   0   0   5.0000   10.0000   13.3333
104   0   0   0   10.0000   -10.0000   6.6667
105   1   1   1   10.0000   -5.0000   0.0000
106   0   0   0   10.0000   0.0000   6.6667
107   1   1   1   5.0000   0.0000   0.0000
108   1   1   1   5.0000   -10.0000   0.0000
109   1   1   1   10.0000   5.0000   0.0000
110   0   0   0   10.0000   10.0000   6.6667
111   1   1   1   5.0000   10.0000   0.0000
1   4
27   3   50.0000
3   3   50.0000
1   3   -50.0000
25   3   -50.0000
8   12   1
1   200000.0000   0.3000   55
1   13   14   17   16   1   2   5   4   40   39   38   37   41   42   43   44   46   45   47   48   1
2   14   15   18   17   2   3   6   5   51   50   49   39   52   53   54   42   45   55   56   47   1
3   16   17   20   19   4   5   8   7   38   59   58   57   43   60   61   62   48   47   63   64   1
4   17   18   21   20   5   6   9   8   49   66   65   59   54   67   68   60   47   56   69   63   1
5   19   20   23   22   7   8   11   10   58   72   71   70   61   73   74   75   64   63   76   77   1
6   20   21   24   23   8   9   12   11   65   79   78   72   68   80   81   73   63   69   82   76   1
7   25   26   29   28   13   14   17   16   86   85   84   83   40   39   38   37   88   87   89   90   1
8   26   27   30   29   14   15   18   17   93   92   91   85   51   50   49   39   87   94   95   89   1
9   28   29   32   31   16   17   20   19   84   98   97   96   38   59   58   57   90   89   99   100   1
10   29   30   33   32   17   18   21   20   91   102   101   98   49   66   65   59   89   95   103   99   1
11   31   32   35   34   19   20   23   22   97   106   105   104   58   72   71   70   100   99   107   108   1
12   32   33   36   35   20   21   24   23   101   110   109   106   65   79   78   72   99   103   111   107   1
